count,atemp,workingday
142,7.9976,0
202,7.001,0
222,9.0008,0
212,7.001,0
201,9.0008,0
191,9.9974,0
257,9.9974,0
177,9.9974,0
130,9.9974,0
93,9.9974,0
75,7.001,0
87,7.001,0
57,9.9974,0
53,9.9974,0
37,9.9974,0
36,9.9974,0
16,9.9974,0
5,7.9976,0
4,7.9976,0
4,7.9976,0
10,7.9976,0
55,9.9974,0
81,9.9974,0
150,11.0006,0
202,11.0006,0
230,11.9972,0
263,13.997,0
281,15.9968,0
297,15.9968,0
288,17,0
236,17,0
240,15.9968,0
131,15.9968,0
92,13.997,0
95,13.0004,0
57,13.0004,0
32,13.997,0
23,15.0002,1
4,13.997,1
9,13.997,1
1,13.997,1
13,13.997,1
61,13.997,1
176,15.9968,1
314,17,1
165,18.9998,1
96,18.9998,1
104,22.9994,1
134,22.9994,1
139,24.0026,1
145,28.0022,1
141,28.0022,1
235,28.0022,1
452,28.0022,1
383,28.0022,1
284,28.0022,1
166,26.0024,1
158,24.9992,1
91,24.9992,1
54,20.003,1
24,24.9992,1
13,24.9992,1
14,24.9992,1
1,20.003,1
6,18.9998,1
16,18.0032,1
58,18.0032,1
189,18.0032,1
226,15.0002,1
54,13.997,1
40,15.9968,1
49,17,1
92,18.9998,1
106,18.0032,1
44,15.9968,1
78,15.0002,1
99,15.0002,1
291,13.0004,1
224,13.0004,1
130,11.9972,1
103,11.9972,1
84,11.9972,1
54,11.0006,1
39,11.0006,1
15,11.0006,1
1,11.0006,1
2,11.0006,1
2,11.0006,1
3,11.0006,1
5,9.9974,1
34,9.9974,1
70,7.001,1
164,9.9974,1
65,9.9974,1
46,11.0006,1
61,11.9972,1
95,11.9972,1
61,13.0004,1
106,11.9972,1
81,13.0004,1
142,13.997,1
309,13.997,1
321,13.0004,1
175,13.0004,1
126,13.0004,1
117,11.9972,1
99,11.9972,1
62,11.0006,1
21,9.9974,1
10,9.9974,1
3,7.001,1
2,5.9978,1
9,7.9976,1
14,7.001,1
70,7.001,1
193,9.9974,1
337,11.9972,1
170,13.997,1
89,15.9968,1
115,17,1
145,18.0032,1
159,18.9998,1
137,18.9998,1
142,24.9992,1
202,24.0026,1
388,24.0026,1
337,18.9998,1
259,18.0032,1
169,15.9968,1
145,13.997,1
104,15.0002,1
47,13.997,1
27,13.0004,0
15,13.0004,0
18,11.0006,0
3,11.0006,0
3,9.9974,0
13,7.9976,0
47,7.9976,0
149,11.0006,0
300,13.0004,0
178,15.9968,0
122,15.9968,0
136,17,0
200,17,0
180,18.0032,0
163,18.0032,0
162,18.0032,0
243,17,0
331,15.9968,0
263,13.997,0
209,11.9972,0
118,11.0006,0
102,11.0006,0
80,9.9974,0
64,7.001,0
43,7.001,0
33,5.9978,0
24,7.001,0
14,7.001,0
5,7.001,0
4,9.9974,0
10,11.0006,0
21,11.0006,0
45,11.0006,0
29,11.0006,0
22,11.9972,0
31,11.9972,0
32,13.997,0
58,13.997,0
63,17,0
78,17,0
33,15.9968,0
15,15.9968,0
38,15.9968,0
71,17,0
53,13.0004,0
14,13.0004,0
24,11.9972,0
35,13.0004,0
33,13.0004,0
31,11.9972,0
29,11.0006,0
25,11.0006,0
7,7.9976,0
3,7.001,0
8,5.0012,0
16,5.9978,0
43,9.9974,0
102,11.0006,0
211,11.9972,0
304,13.997,0
354,13.997,0
343,15.9968,0
361,17,0
388,18.0032,0
343,18.0032,0
306,18.9998,0
277,18.9998,0
210,18.9998,0
141,17,0
83,15.9968,0
70,15.9968,0
56,13.0004,0
39,13.997,1
19,13.997,1
16,11.9972,1
7,11.9972,1
6,11.0006,1
16,11.0006,1
54,11.0006,1
168,13.997,1
297,13.997,1
169,15.9968,1
109,17,1
123,18.0032,1
184,18.9998,1
169,18.9998,1
144,20.003,1
176,24.9992,1
205,24.9992,1
428,20.003,1
362,24.9992,1
286,18.9998,1
165,24.9992,1
151,18.9998,1
90,17,1
46,15.9968,1
25,15.9968,1
7,13.997,1
13,13.997,1
3,15.0002,1
5,13.997,1
18,13.997,1
65,15.0002,1
188,17,1
351,15.9968,1
162,17,1
75,15.9968,1
72,18.0032,1
103,18.0032,1
129,18.0032,1
107,18.0032,1
127,18.0032,1
192,18.9998,1
411,18.9998,1
421,18.0032,1
276,15.9968,1
168,15.9968,1
122,15.9968,1
112,15.0002,1
52,13.997,1
96,11.9972,0
59,11.9972,0
50,11.9972,0
23,11.0006,0
17,11.0006,0
10,11.0006,0
13,11.0006,0
33,11.9972,0
59,13.0004,0
141,13.997,0
264,15.0002,0
250,13.997,0
281,15.0002,0
332,15.9968,0
238,15.9968,0
266,15.9968,0
214,15.9968,0
196,15.0002,0
159,13.997,0
178,13.997,0
121,13.997,0
105,13.997,0
100,13.997,0
146,13.997,0
177,13.997,1
114,13.997,1
35,13.0004,1
16,13.0004,1
17,13.0004,1
20,13.0004,1
62,13.0004,1
209,13.997,1
371,15.0002,1
172,15.9968,1
108,18.0032,1
130,20.003,1
187,24.0026,1
170,24.0026,1
181,24.0026,1
155,24.9992,1
269,24.9992,1
537,24.9992,1
518,24.0026,1
314,24.0026,1
218,24.0026,1
232,22.9994,1
125,22.9994,1
64,18.9998,1
16,18.9998,1
14,18.9998,1
5,18.9998,1
2,18.0032,1
4,17,1
14,17,1
109,17,1
265,18.0032,1
459,18.9998,1
186,22.0028,1
127,24.0026,1
140,24.9992,1
217,26.0024,1
194,26.999,1
158,26.999,1
154,26.999,1
271,28.0022,1
517,26.999,1
544,26.999,1
365,26.0024,1
290,24.9992,1
225,24.9992,1
113,20.003,1
62,18.9998,1
27,17,1
7,15.9968,1
4,15.9968,1
1,11.9972,1
3,9.9974,1
9,5.9978,1
21,3.998,1
52,3.998,1
79,3.998,1
40,3.998,1
31,5.0012,1
72,11.0006,1
124,13.0004,1
143,13.997,1
107,15.9968,1
129,15.0002,1
195,15.9968,1
410,11.0006,1
396,11.9972,1
296,11.9972,1
191,11.0006,1
150,11.0006,1
89,9.9974,1
57,7.001,1
27,7.001,1
10,5.9978,1
5,5.0012,1
4,5.0012,1
7,5.0012,1
30,5.0012,1
89,5.0012,1
271,9.9974,1
440,11.9972,1
184,13.997,1
128,15.9968,1
148,17,1
196,17,1
192,18.0032,1
154,18.0032,1
147,18.9998,1
269,20.003,1
533,18.9998,1
520,18.9998,1
361,18.0032,1
258,15.9968,1
180,15.9968,1
165,15.0002,1
115,13.997,1
56,13.0004,1
32,11.0006,1
16,9.9974,1
9,7.9976,1
1,7.9976,1
16,7.001,1
82,7.9976,1
222,11.0006,1
450,11.9972,1
188,13.997,1
127,18.0032,1
165,18.0032,1
246,18.9998,1
253,20.003,1
213,24.9992,1
260,24.9992,1
344,24.9992,1
553,20.003,1
470,18.0032,1
292,18.0032,1
190,17,1
152,15.0002,1
151,13.997,1
120,13.0004,1
86,11.9972,0
58,11.9972,0
52,11.9972,0
18,11.9972,0
5,11.0006,0
7,13.997,0
13,11.9972,0
40,15.0002,0
115,17,0
218,18.0032,0
298,18.9998,0
347,18.9998,0
373,24.9992,0
436,24.9992,0
378,24.9992,0
378,24.9992,0
342,24.9992,0
354,20.003,0
289,20.003,0
267,18.9998,0
219,18.9998,0
182,18.0032,0
120,18.0032,0
119,15.9968,0
100,15.9968,0
64,17,0
59,15.0002,0
31,13.997,0
10,11.9972,0
5,13.0004,0
6,13.0004,0
23,13.997,0
86,17,0
160,18.9998,0
244,20.003,0
340,20.003,0
382,24.9992,0
390,24.9992,0
366,24.9992,0
358,24.9992,0
385,24.9992,0
351,20.003,0
268,20.003,0
239,18.9998,0
174,17,0
127,17,0
115,15.9968,0
50,13.997,0
53,13.997,1
33,13.0004,1
8,13.0004,1
7,13.997,1
4,11.9972,1
23,11.9972,1
89,13.0004,1
237,15.0002,1
374,17,1
178,18.0032,1
119,18.9998,1
125,24.9992,1
195,24.9992,1
174,24.9992,1
162,24.9992,1
199,24.9992,1
304,24.9992,1
598,24.9992,1
524,24.9992,1
384,20.003,1
239,18.0032,1
156,17,1
116,17,1
61,15.9968,1
18,15.0002,1
15,13.997,1
5,13.0004,1
4,13.0004,1
2,11.9972,1
29,11.0006,1
112,11.9972,1
314,13.0004,1
425,15.9968,1
205,17,1
127,18.9998,1
125,18.9998,1
217,24.9992,1
202,24.9992,1
176,24.9992,1
180,24.9992,1
327,24.9992,1
611,24.9992,1
550,24.9992,1
434,24.9992,1
291,18.0032,1
203,18.0032,1
150,17,1
81,17,1
38,17,1
20,15.9968,1
10,17,1
3,15.9968,1
2,15.0002,1
20,13.997,1
99,13.997,1
318,15.0002,1
442,15.0002,1
203,17,1
154,18.0032,1
141,18.9998,1
226,24.9992,1
193,24.9992,1
177,24.9992,1
179,24.9992,1
289,24.9992,1
259,24.9992,1
274,24.9992,1
401,18.9998,1
273,18.0032,1
234,18.0032,1
146,15.9968,1
81,13.997,1
44,13.997,1
17,13.997,1
15,13.0004,1
5,13.0004,1
6,11.9972,1
29,11.9972,1
112,13.0004,1
297,13.997,1
421,15.0002,1
212,15.9968,1
147,18.0032,1
179,20.003,1
207,20.003,1
218,24.9992,1
191,24.0026,1
217,24.9992,1
288,24.9992,1
594,24.9992,1
527,24.0026,1
364,24.0026,1
276,24.0026,1
223,18.9998,1
172,18.0032,1
103,18.0032,1
52,17,1
20,17,1
11,15.9968,1
4,15.9968,1
5,15.9968,1
25,15.9968,1
82,15.9968,1
157,15.9968,1
387,15.9968,1
233,15.9968,1
130,17,1
146,17,1
223,17,1
226,17,1
190,17,1
198,17,1
300,17,1
491,17,1
398,17,1
270,17,1
152,17,1
154,17,1
132,17,1
119,15.9968,1
102,15.9968,0
82,15.9968,0
52,15.9968,0
35,15.9968,0
5,15.9968,0
14,15.9968,0
11,15.9968,0
32,15.0002,0
88,15.9968,0
100,17,0
167,17,0
279,17,0
279,17,0
248,17,0
216,18.0032,0
294,18.0032,0
295,18.0032,0
272,18.9998,0
304,18.9998,0
248,18.0032,0
157,18.0032,0
59,18.0032,0
26,18.0032,0
44,17,0
39,17,0
47,17,0
50,17,0
32,17,0
13,17,0
14,17,0
17,17,0
42,17,0
70,18.0032,0
134,20.003,0
226,20.003,0
322,22.0028,0
367,22.9994,0
456,22.9994,0
437,24.0026,0
459,24.9992,0
440,24.0026,0
392,18.9998,0
237,18.9998,0
231,18.9998,0
191,18.0032,0
151,18.0032,0
117,18.9998,0
69,18.0032,0
38,17,1
14,17,1
13,15.9968,1
4,15.9968,1
6,15.9968,1
21,15.9968,1
104,17,1
272,17,1
394,18.9998,1
194,22.9994,1
112,24.0026,1
185,24.9992,1
209,24.9992,1
214,26.0024,1
193,26.0024,1
165,28.0022,1
226,22.0028,1
274,20.003,1
453,20.003,1
308,20.003,1
198,20.003,1
177,20.003,1
127,18.9998,1
57,18.9998,1
31,18.9998,1
13,18.9998,1
8,18.9998,1
4,18.0032,1
4,18.0032,1
22,17,1
49,17,1
151,17,1
347,17,1
207,18.0032,1
104,18.0032,1
130,18.9998,1
153,18.9998,1
172,18.9998,1
184,22.9994,1
210,24.0026,1
290,24.0026,1
604,24.0026,1
480,22.9994,1
349,22.9994,1
283,20.003,1
174,18.0032,1
98,18.0032,1
56,18.0032,1
23,18.0032,1
12,18.0032,1
6,17,1
9,17,1
3,17,1
9,17,1
101,17,1
274,18.0032,1
453,18.9998,1
202,18.9998,1
106,18.0032,1
23,18.0032,1
54,18.9998,1
122,18.9998,1
138,20.003,1
167,22.0028,1
294,22.9994,1
565,22.9994,1
489,22.9994,1
331,18.9998,1
213,18.9998,1
85,17,1
117,17,1
59,17,1
29,17,1
6,15.9968,1
15,15.9968,1
4,15.0002,1
5,15.0002,1
26,15.0002,1
103,15.9968,1
257,15.9968,1
487,17,1
216,18.0032,1
130,18.0032,1
164,18.0032,1
168,20.003,1
183,20.003,1
180,18.0032,1
188,18.9998,1
302,20.003,1
547,18.9998,1
513,24.9992,1
410,20.003,1
282,18.0032,1
209,18.0032,1
79,15.9968,1
72,15.0002,1
34,28.0022,1
17,28.0022,1
3,28.0022,1
6,26.0024,1
4,26.0024,1
21,22.9994,1
128,26.0024,1
284,28.0022,1
454,30.002,1
207,30.9986,1
115,32.9984,1
112,36.998,1
169,38.9978,1
154,38.0012,1
145,38.0012,1
152,38.9978,1
266,36.998,1
486,36.998,1
309,36.0014,1
264,30.9986,1
256,30.9986,1
190,30.002,1
129,30.002,1
69,28.0022,1
42,26.999,1
15,26.999,1
6,26.0024,1
4,24.9992,1
3,24.9992,1
31,24.9992,1
113,24.9992,1
304,26.0024,1
467,26.0024,1
225,26.0024,1
139,26.999,1
165,26.999,1
232,28.0022,1
203,28.9988,1
185,28.0022,1
188,28.9988,1
318,28.9988,1
572,26.999,1
525,26.999,1
379,26.0024,1
337,26.0024,1
248,24.9992,1
155,24.9992,1
112,24.9992,1
68,24.9992,1
22,24.9992,1
12,18.9998,1
5,18.0032,1
6,17,1
28,17,1
106,18.0032,1
277,18.0032,1
502,18.9998,1
230,20.003,1
161,24.9992,1
192,24.9992,1
259,24.9992,1
248,24.9992,1
240,26.0024,1
212,26.0024,1
349,26.0024,1
558,26.0024,1
564,26.0024,1
391,24.9992,1
293,24.9992,1
247,24.9992,1
171,24.9992,1
171,20.003,1
93,18.9998,0
94,18.0032,0
59,18.0032,0
18,17,0
15,17,0
8,15.9968,0
28,18.0032,0
87,18.9998,0
125,24.9992,0
224,24.9992,0
317,24.9992,0
369,24.9992,0
420,26.0024,0
456,26.999,0
451,26.999,0
404,26.999,0
440,26.999,0
344,26.999,0
341,26.999,0
285,26.0024,0
239,26.999,0
185,24.9992,0
190,24.9992,0
150,24.9992,0
113,24.9992,0
96,24.9992,0
64,24.9992,0
47,24.0026,0
12,24.0026,0
6,24.0026,0
21,24.0026,0
27,22.9994,0
98,22.9994,0
164,22.0028,0
251,22.9994,0
335,24.0026,0
335,24.0026,0
367,24.9992,0
385,26.999,0
417,26.999,0
398,28.0022,0
390,28.0022,0
363,26.999,0
357,26.0024,0
279,24.9992,0
165,24.0026,0
130,22.9994,0
86,22.9994,0
29,22.9994,1
14,20.9996,1
8,20.003,1
5,20.003,1
8,18.9998,1
31,18.9998,1
112,20.003,1
299,22.9994,1
438,24.0026,1
188,26.999,1
95,28.0022,1
111,28.0022,1
153,28.0022,1
180,28.9988,1
145,28.9988,1
165,30.002,1
267,28.0022,1
579,28.9988,1
556,28.0022,1
407,28.0022,1
336,26.0024,1
189,24.9992,1
173,24.9992,1
60,24.0026,1
20,24.0026,1
4,24.0026,1
5,22.9994,1
2,22.9994,1
5,20.003,1
32,20.003,1
126,22.0028,1
334,24.0026,1
477,26.0024,1
217,28.0022,1
123,28.9988,1
151,30.002,1
183,32.0018,1
196,32.0018,1
146,32.0018,1
183,32.9984,1
308,30.9986,1
539,32.0018,1
551,30.002,1
424,28.9988,1
346,28.9988,1
218,28.9988,1
153,26.999,1
90,26.0024,1
41,22.9994,1
23,24.0026,1
7,22.0028,1
3,22.0028,1
6,22.0028,1
21,20.9996,1
116,22.0028,1
353,24.9992,1
481,30.9986,1
202,30.9986,1
90,32.9984,1
134,34.0016,1
149,38.0012,1
136,40.001,1
155,42.0008,1
128,42.0008,1
233,42.0008,1
506,40.001,1
459,38.0012,1
384,36.998,1
280,36.0014,1
202,36.998,1
176,32.9984,1
116,32.9984,1
47,30.9986,1
16,30.9986,1
6,30.9986,1
2,30.9986,1
6,30.002,1
20,28.0022,1
118,30.9986,1
314,30.002,1
432,32.0018,1
168,36.0014,1
94,38.0012,1
118,40.001,1
140,40.001,1
136,38.0012,1
118,42.0008,1
104,38.9978,1
200,38.9978,1
409,38.0012,1
466,36.998,1
326,32.9984,1
254,32.0018,1
171,30.002,1
153,28.9988,1
97,30.002,1
69,26.999,1
23,26.999,1
13,26.0024,1
6,26.0024,1
4,24.0026,1
28,24.0026,1
104,24.0026,1
267,28.9988,1
452,28.9988,1
213,30.002,1
111,30.9986,1
153,34.0016,1
207,34.0016,1
189,34.0016,1
165,34.9982,1
212,34.0016,1
285,36.0014,1
517,34.9982,1
463,34.9982,1
306,32.9984,1
250,30.9986,1
218,32.0018,1
185,30.002,1
146,30.002,1
117,28.0022,0
77,28.0022,0
60,28.0022,0
28,26.0024,0
13,26.0024,0
16,26.0024,0
40,26.999,0
68,28.0022,0
143,28.9988,0
230,28.9988,0
264,28.9988,0
325,30.9986,0
347,34.0016,0
387,34.0016,0
380,34.9982,0
374,34.9982,0
394,32.0018,0
337,28.9988,0
286,28.9988,0
264,26.999,0
275,26.0024,0
220,24.9992,0
190,24.0026,0
131,24.9992,0
119,24.0026,0
93,22.0028,0
66,22.0028,0
28,22.0028,0
14,20.9996,0
10,20.9996,0
14,20.9996,0
34,22.9994,0
92,28.0022,0
182,28.9988,0
311,30.9986,0
367,32.0018,0
420,34.0016,0
373,32.9984,0
315,36.0014,0
360,34.9982,0
350,26.0024,0
252,26.0024,0
256,28.0022,0
223,28.0022,0
206,24.0026,0
140,24.0026,0
128,22.0028,0
107,22.9994,0
28,22.9994,1
16,24.0026,1
10,22.9994,1
7,24.0026,1
4,18.9998,1
29,18.0032,1
105,18.0032,1
328,18.9998,1
476,20.003,1
224,24.9992,1
118,24.9992,1
159,24.9992,1
196,24.9992,1
227,26.0024,1
200,26.0024,1
185,26.0024,1
326,26.0024,1
601,26.0024,1
586,26.0024,1
423,24.9992,1
331,24.9992,1
218,24.9992,1
134,24.9992,1
89,24.9992,1
31,24.9992,1
13,24.9992,1
10,24.9992,1
2,20.003,1
3,18.0032,1
26,18.0032,1
113,18.0032,1
365,18.9998,1
486,20.003,1
193,24.9992,1
130,24.9992,1
143,24.9992,1
169,24.9992,1
209,24.9992,1
159,24.9992,1
178,24.9992,1
330,26.0024,1
569,24.9992,1
538,24.9992,1
386,24.9992,1
297,24.9992,1
243,24.9992,1
188,20.003,1
110,18.9998,1
52,18.9998,1
14,18.0032,1
9,17,1
1,15.9968,1
4,15.9968,1
21,15.0002,1
121,15.9968,1
370,18.0032,1
498,20.003,1
207,24.9992,1
135,24.9992,1
164,26.0024,1
211,26.0024,1
189,26.999,1
178,26.999,1
164,28.0022,1
312,28.0022,1
638,26.999,1
607,26.999,1
416,26.0024,1
330,24.9992,1
257,24.9992,1
175,24.9992,1
107,24.9992,1
47,24.9992,1
17,20.003,1
5,24.9992,1
4,18.9998,1
6,18.9998,1
25,24.0026,1
112,20.003,1
188,18.9998,1
388,22.9994,1
261,24.0026,1
121,24.9992,1
150,26.0024,1
206,28.0022,1
151,28.0022,1
153,28.0022,1
159,26.999,1
294,24.9992,1
272,22.9994,1
325,22.0028,1
327,22.0028,1
201,22.0028,1
188,22.0028,1
151,22.0028,1
16,20.9996,1
24,18.9998,1
23,18.9998,1
13,18.9998,1
6,18.9998,1
6,18.0032,1
13,18.0032,1
97,18.9998,1
250,20.9996,1
454,20.9996,1
224,26.999,1
170,26.999,1
181,26.0024,1
243,26.999,1
204,28.9988,1
215,30.002,1
243,30.002,1
355,28.9988,1
552,28.9988,1
450,28.9988,1
328,22.0028,1
232,22.9994,1
208,22.9994,1
175,20.9996,1
178,22.0028,1
104,20.9996,0
95,22.0028,0
53,20.003,0
20,20.003,0
5,20.003,0
7,22.0028,0
27,22.0028,0
57,22.9994,0
131,24.0026,0
218,26.999,0
244,28.9988,0
404,28.9988,0
420,30.002,0
327,30.002,0
334,32.0018,0
367,34.0016,0
468,30.002,0
449,28.9988,0
381,28.9988,0
326,28.0022,0
188,28.0022,0
183,28.9988,0
161,28.9988,0
150,28.9988,0
89,26.999,0
76,26.999,0
72,26.0024,0
30,24.0026,0
17,24.9992,0
19,24.0026,0
33,24.0026,0
71,24.0026,0
84,26.0024,0
169,26.0024,0
244,26.999,0
377,28.0022,0
396,28.9988,0
363,28.0022,0
317,28.9988,0
362,28.9988,0
378,28.9988,0
397,28.0022,0
296,28.9988,0
311,28.9988,0
232,26.999,0
167,26.0024,0
152,24.0026,0
92,24.0026,0
68,24.9992,1
31,24.9992,1
13,24.0026,1
11,24.9992,1
6,24.9992,1
30,24.0026,1
108,24.0026,1
243,24.9992,1
492,26.0024,1
260,26.999,1
170,28.0022,1
214,30.002,1
263,30.002,1
292,28.9988,1
303,30.002,1
381,30.002,1
427,30.002,1
461,30.002,1
422,28.9988,1
318,28.0022,1
269,26.999,1
218,26.0024,1
222,26.0024,1
140,26.0024,1
115,26.0024,0
78,24.9992,0
52,24.9992,0
26,24.9992,0
11,24.0026,0
14,20.003,0
32,24.0026,0
45,24.0026,0
132,26.0024,0
179,28.0022,0
271,30.9986,0
357,30.9986,0
374,30.9986,0
404,30.9986,0
392,30.9986,0
331,32.0018,0
398,32.9984,0
349,32.0018,0
383,30.9986,0
305,30.002,0
284,28.9988,0
232,28.0022,0
201,28.0022,0
154,28.0022,0
144,26.999,0
78,26.999,0
69,26.999,0
33,26.0024,0
5,26.0024,0
1,22.0028,0
3,20.003,0
25,22.0028,0
92,26.0024,0
181,28.0022,0
264,30.002,0
390,30.9986,0
404,34.0016,0
421,34.9982,0
375,36.0014,0
376,36.998,0
414,36.998,0
358,32.9984,0
181,32.9984,0
183,24.0026,0
176,24.0026,0
167,24.0026,0
162,24.0026,0
147,22.0028,0
140,22.0028,0
119,22.0028,0
63,22.0028,0
26,22.9994,0
12,24.0026,0
4,22.0028,0
16,22.0028,0
36,24.0026,0
86,28.0022,0
238,28.9988,0
280,30.002,0
349,30.002,0
447,30.9986,0
423,30.9986,0
408,32.0018,0
408,32.9984,0
452,32.9984,0
436,32.0018,0
418,32.0018,0
375,30.9986,0
386,30.002,0
457,28.9988,0
326,28.9988,0
138,28.9988,0
55,26.999,1
39,26.999,1
13,24.9992,1
8,24.9992,1
5,24.9992,1
20,24.9992,1
94,24.9992,1
270,26.999,1
432,28.9988,1
227,28.9988,1
139,30.002,1
172,30.002,1
201,32.0018,1
203,32.9984,1
178,32.9984,1
162,32.9984,1
281,34.0016,1
545,34.0016,1
496,34.0016,1
368,34.9982,1
284,32.0018,1
245,32.9984,1
155,32.0018,1
73,30.002,1
37,30.002,1
15,28.0022,1
5,28.0022,1
6,28.0022,1
6,26.0024,1
35,26.0024,1
121,28.0022,1
312,30.002,1
428,30.002,1
189,28.0022,1
43,28.0022,1
127,30.002,1
152,30.002,1
140,30.002,1
163,32.0018,1
185,32.0018,1
275,32.0018,1
596,32.9984,1
563,30.9986,1
394,30.002,1
312,30.002,1
241,28.0022,1
186,28.0022,1
98,26.0024,1
35,22.9994,1
16,22.9994,1
8,22.9994,1
4,20.9996,1
4,22.0028,1
32,22.0028,1
118,22.0028,1
292,22.9994,1
443,28.0022,1
179,30.002,1
101,32.9984,1
142,34.9982,1
171,34.9982,1
155,36.0014,1
160,36.0014,1
166,36.0014,1
265,34.9982,1
569,34.0016,1
562,34.0016,1
365,34.9982,1
285,30.9986,1
209,28.9988,1
182,28.9988,1
129,28.9988,1
47,30.002,1
34,30.002,1
22,28.0022,1
6,26.0024,1
11,28.0022,1
27,26.0024,1
102,28.0022,1
332,28.0022,1
457,30.002,1
241,32.0018,1
138,30.002,1
165,30.9986,1
213,32.0018,1
229,34.0016,1
216,36.0014,1
141,36.0014,1
132,26.0024,1
167,22.9994,1
316,24.0026,1
270,24.0026,1
250,24.0026,1
204,24.0026,1
169,24.0026,1
151,24.0026,1
121,24.0026,0
53,22.0028,0
55,22.0028,0
30,22.0028,0
6,22.0028,0
15,20.9996,0
38,22.0028,0
71,24.0026,0
182,26.999,0
247,28.9988,0
264,30.002,0
290,30.002,0
366,32.0018,0
416,32.9984,0
373,32.9984,0
402,32.0018,0
416,32.0018,0
401,32.0018,0
378,32.0018,0
306,30.002,0
314,30.9986,0
238,28.9988,0
214,28.9988,0
140,28.0022,0
154,26.999,0
113,26.999,0
96,26.0024,0
25,24.9992,0
5,24.9992,0
17,24.9992,0
25,22.9994,0
65,26.999,0
92,28.9988,0
169,30.002,0
268,30.002,0
287,32.0018,0
377,34.0016,0
367,32.0018,0
349,32.9984,0
361,32.9984,0
372,34.0016,0
363,32.9984,0
363,32.9984,0
303,32.9984,0
268,30.002,0
227,28.9988,0
143,30.002,0
72,28.9988,0
35,26.999,1
10,26.999,1
12,26.999,1
10,26.0024,1
4,24.9992,1
26,24.9992,1
121,26.0024,1
317,28.0022,1
420,30.002,1
208,32.9984,1
117,34.0016,1
128,36.0014,1
148,36.998,1
141,38.0012,1
134,38.9978,1
146,40.001,1
239,40.001,1
514,40.001,1
472,38.9978,1
373,38.9978,1
236,30.002,1
130,28.0022,1
90,30.002,1
55,28.0022,1
22,28.0022,1
14,28.0022,1
9,28.0022,1
8,28.0022,1
6,28.0022,1
25,28.0022,1
115,28.9988,1
330,30.002,1
417,30.9986,1
176,32.0018,1
123,34.9982,1
125,34.9982,1
163,36.0014,1
136,36.998,1
124,40.001,1
148,40.001,1
202,36.0014,1
428,38.0012,1
511,36.998,1
337,34.0016,1
308,32.9984,1
258,32.9984,1
194,32.0018,1
79,30.9986,1
46,30.9986,1
12,30.002,1
5,30.002,1
4,28.9988,1
5,28.9988,1
26,28.9988,1
121,28.9988,1
313,30.002,1
449,32.9984,1
186,32.9984,1
113,34.0016,1
165,32.9984,1
174,34.0016,1
158,34.0016,1
116,34.0016,1
46,20.9996,1
141,22.9994,1
488,28.0022,1
463,30.002,1
419,28.0022,1
342,28.0022,1
250,28.0022,1
184,26.0024,1
116,24.0026,1
46,24.9992,1
25,24.9992,1
10,24.9992,1
6,24.9992,1
6,24.9992,1
28,24.9992,1
130,24.0026,1
334,24.9992,1
486,24.9992,1
224,26.0024,1
127,26.0024,1
148,26.999,1
223,26.999,1
177,28.0022,1
178,26.999,1
180,28.0022,1
274,28.0022,1
595,26.999,1
578,26.999,1
400,26.999,1
348,26.0024,1
261,24.9992,1
176,24.9992,1
124,24.0026,1
80,22.9994,1
20,22.9994,1
38,22.0028,1
7,22.9994,1
10,22.9994,1
23,22.9994,1
120,22.9994,1
274,24.0026,1
564,24.0026,1
207,26.0024,1
166,24.9992,1
210,26.999,1
238,26.999,1
247,26.999,1
265,26.999,1
237,26.999,1
361,28.0022,1
587,28.0022,1
496,26.999,1
394,26.0024,1
343,26.999,1
261,24.9992,1
223,24.9992,1
167,24.9992,1
110,24.0026,0
75,22.9994,0
58,22.9994,0
26,22.0028,0
16,22.9994,0
10,20.003,0
37,22.0028,0
52,22.9994,0
127,24.9992,0
222,26.999,0
322,28.0022,0
396,28.0022,0
463,28.9988,0
497,28.9988,0
433,28.0022,0
428,28.9988,0
425,28.9988,0
475,28.9988,0
428,28.9988,0
406,28.9988,0
296,28.0022,0
252,26.999,0
201,26.999,0
168,26.0024,0
125,24.9992,0
102,24.0026,0
94,24.0026,0
47,24.0026,0
10,22.9994,0
12,24.0026,0
21,22.9994,0
50,24.0026,0
118,26.0024,0
184,28.0022,0
304,28.9988,0
391,30.002,0
420,30.002,0
472,32.9984,0
430,32.9984,0
324,32.9984,0
317,32.0018,0
369,32.9984,0
390,32.0018,0
379,30.002,0
262,30.9986,0
207,28.9988,0
181,28.9988,0
93,28.0022,0
51,28.0022,1
25,28.0022,1
10,24.0026,1
7,24.0026,1
4,22.9994,1
17,22.9994,1
105,22.0028,1
277,26.0024,1
347,26.999,1
203,30.002,1
130,30.9986,1
141,34.0016,1
165,34.9982,1
152,36.0014,1
138,36.0014,1
164,36.998,1
265,36.998,1
545,36.0014,1
558,34.9982,1
398,34.0016,1
323,32.9984,1
202,30.002,1
140,32.0018,1
91,30.002,1
51,30.002,1
13,30.002,1
13,28.9988,1
3,28.9988,1
5,28.9988,1
19,28.0022,1
134,30.002,1
315,30.002,1
412,32.0018,1
199,36.0014,1
141,36.0014,1
127,36.998,1
153,38.0012,1
172,38.9978,1
152,38.0012,1
158,38.0012,1
277,40.001,1
513,36.998,1
530,36.998,1
388,32.9984,1
277,32.0018,1
